Molecule,SinglePointEnergy[a.u.],nAtoms,DipoleMoment[Debye],MolecularWeight[g/mol],HOMO-1[kcal/mol],HOMO[kcal/mol],LUMO[kcal/mol],LUMO+1[kcal/mol],CoreStructure,N-1_subst,C-2_subst,N-3_subst,C-4_subst,C-5_subst,N-1_Avalue[kcal/mol],C-2_Avalue[kcal/mol],N-3_Avalue[kcal/mol],C-4_Avalue[kcal/mol],C-5_Avalue[kcal/mol],LUMO_N-1[%],LUMO_C-2[%],LUMO_N-3[%]
mol_9238,-1667.318818561289,99,7.15304,565.8939799999977,-155.612191856,-152.639681723,-35.630588529,-17.809960438,III_benzimid,TMP,Propyl,TMP,DMB,DMB,7.628118434,1.649728751,7.628118434,1.753807476,1.753807476,0.073839,0.344794,0.075412,
mol_9240,-1736.296993292755,89,9.53179,577.820099999998,-153.04317001,-149.29254871700002,-39.637861003000005,-22.063843949,III_benzimid,TMP,Propyl,TMP,tolu,tolu,7.628118434,1.649728751,7.628118434,3.798133026,3.798133026,0.063335,0.321985,0.068426,
mol_9242,-1972.047814006866,107,12.09841,661.9795799999978,-149.851031727,-147.19980620200002,-39.007214458,-18.788874478,III_benzimid,TMP,Propyl,TMP,DEP,DEP,7.628118434,1.649728751,7.628118434,10.28464853,10.28464853,0.067249,0.320698,0.064367,
mol_9243,-1893.484259647846,101,11.24971,633.9264199999978,-147.87877094,-145.974281125,-38.312561995,-18.411741569,III_benzimid,TMP,Propyl,TMP,TMP,TMP,7.628118434,1.649728751,7.628118434,7.628118434,7.628118434,0.067019,0.323985,0.066314,
mol_9251,-1195.779755020175,63,1.10847,397.5750200000004,-159.49333502099998,-154.89243903300002,-34.201123027,-21.240552141,III_benzimid,EP,Propyl,EP,Methyl,Methyl,3.874770761,1.649728751,3.874770761,1.803016771,1.803016771,0.079389,0.357682,0.080865,
mol_9254,-1431.545452537030,81,6.14913,481.7345000000006,-157.746977474,-153.944272934,-35.253455620000004,-21.214824271999998,III_benzimid,EP,Propyl,EP,Butyl,Butyl,3.874770761,1.649728751,3.874770761,1.602489835,1.602489835,0.078678,0.353066,0.078165,
mol_9255,-1431.544801707635,81,5.58052,481.73450000000054,-157.456440807,-154.232299565,-36.07549241,-20.412240261,III_benzimid,EP,Propyl,EP,Isobutyl,Isobutyl,3.874770761,1.649728751,3.874770761,3.276026296,3.276026296,0.072071,0.34371,0.073812,
mol_9257,-1431.501489554807,81,5.43165,481.73450000000054,-158.285380196,-155.52120305100001,-34.526172689,-21.335933509000004,III_benzimid,EP,Propyl,EP,t-Butyl,t-Butyl,3.874770761,1.649728751,3.874770761,4.972259776,4.972259776,0.083161,0.368568,0.083027,
mol_9259,-1579.104476880792,77,9.21910,521.7137799999998,-157.775215379,-148.28225922700003,-39.342304264,-25.212056602,III_benzimid,EP,Propyl,EP,phen,phen,3.874770761,1.649728751,3.874770761,3.620874142,3.620874142,0.064726,0.315333,0.062528,
mol_9265,-1657.689466312556,83,10.09196,549.7669399999983,-154.994723,-154.487068219,-37.835655155000005,-21.500968376000003,III_benzimid,EP,Propyl,EP,Bz,Bz,3.874770761,1.649728751,3.874770761,1.541420611,1.541420611,0.07386,0.337942,0.071689,
mol_9268,-2037.080641899813,93,7.87565,641.8176999999982,-139.678483328,-138.87840935300002,-37.019265946,-21.741931832,III_benzimid,EP,Propyl,EP,DMOB,DMOB,3.874770761,1.649728751,3.874770761,6.042753333,6.042753333,0.071833,0.34448,0.07658,
mol_9270,-1038.592121849939,51,2.60898,341.4687000000003,-161.749857385,-161.570389811,-36.932042195,-13.697266452000001,III_benzimid,Bz,Propyl,Bz,Hydro,Hydro,1.541420611,1.649728751,1.541420611,0,0,0.070732,0.333019,0.070593,
mol_9272,-1195.776370420230,63,5.56278,397.5750200000004,-157.368589547,-153.9907086,-34.614651458000004,-14.805447346000001,III_benzimid,Bz,Propyl,Bz,Ethyl,Ethyl,1.541420611,1.649728751,1.541420611,1.711067804,1.711067804,0.069037,0.333507,0.073939,
mol_9274,-1352.956640847392,75,5.99091,453.68134000000055,-155.54128333900002,-153.203184805,-34.405690961000005,-14.042396402,III_benzimid,Bz,Propyl,Bz,Butyl,Butyl,1.541420611,1.649728751,1.541420611,1.602489835,1.602489835,0.073028,0.340729,0.074101,
mol_9276,-1352.946744243661,75,5.35226,453.6813400000005,-155.984932202,-154.070402243,-34.062443538,-15.753613445,III_benzimid,Bz,Propyl,Bz,Sec-Butyl,Sec-Butyl,1.541420611,1.649728751,1.541420611,2.129855094,2.129855094,0.071645,0.337404,0.072807,
mol_9277,-1352.910486512972,75,7.17797,453.6813400000005,-156.422933484,-154.143820796,-33.857248095,-14.026708677000002,III_benzimid,Bz,Propyl,Bz,t-Butyl,t-Butyl,1.541420611,1.649728751,1.541420611,4.972259776,4.972259776,0.080091,0.355357,0.076719,
mol_9278,-1510.116617549823,87,8.41498,509.7876600000006,-155.55508853700002,-152.345380002,-34.177277685,-13.628867971,III_benzimid,Bz,Propyl,Bz,DMB,DMB,1.541420611,1.649728751,1.541420611,1.753807476,1.753807476,0.073243,0.334694,0.071712,
mol_9279,-1500.513406321155,71,8.96467,493.6606200000003,-156.340102296,-147.782134554,-38.93065836,-24.713186947,III_benzimid,Bz,Propyl,Bz,phen,phen,1.541420611,1.649728751,1.541420611,3.620874142,3.620874142,0.06193,0.303949,0.057063,
mol_9281,-1657.689754702538,83,13.27155,549.7669399999983,-151.490085235,-148.60040629,-38.603098662,-17.379489264,III_benzimid,Bz,Propyl,Bz,DMP,DMP,1.541420611,1.649728751,1.541420611,8.431506296,8.431506296,0.06397,0.30741,0.060617,
mol_9283,-1736.290254309587,89,13.76140,577.820099999998,-147.58509672800002,-145.04682282299999,-37.540098416,-17.056322129,III_benzimid,Bz,Propyl,Bz,TMP,TMP,1.541420611,1.649728751,1.541420611,7.628118434,7.628118434,0.063001,0.309677,0.062685,
mol_9287,-1814.879323547331,95,12.30192,605.8732599999979,-146.55849200400002,-143.25402961,-33.819597555,-16.060465346,III_benzimid,Bz,Propyl,Bz,TMBz,TMBz,1.541420611,1.649728751,1.541420611,2.232277195,2.232277195,0.069614,0.335214,0.0758,
mol_9290,-1195.771323419426,63,5.52907,397.5750200000004,-154.928834555,-154.296305483,-35.243415476,-15.784361386,III_benzimid,DMBz,Propyl,DMBz,Hydro,Hydro,2.127721562,1.649728751,2.127721562,0,0,0.069696,0.325228,0.069301,
mol_9294,-1510.130591039182,87,6.46058,509.78766000000064,-154.082952423,-151.923066445,-32.557049447,-15.616816483,III_benzimid,DMBz,Propyl,DMBz,Butyl,Butyl,2.127721562,1.649728751,2.127721562,1.602489835,1.602489835,0.073177,0.336637,0.079097,
mol_930,-619.573721941969,40,0.54473,209.35099999999974,-190.724457951,-167.05356345299998,-15.364557865,3.911263597,I_imid,Isobutyl,Ethyl,Isobutyl,Hydro,Hydro,3.276026296,1.711067804,3.276026296,0,0,0.136667,0.446468,0.155983,
mol_9302,-1972.041842445663,107,9.79141,661.9795799999978,-149.531629646,-148.903493137,-37.469817408000004,-16.309586419000002,III_benzimid,DMBz,Propyl,DMBz,DEP,DEP,2.127721562,1.649728751,2.127721562,10.28464853,10.28464853,0.060677,0.304182,0.061751,
mol_9304,-1814.870954389902,95,10.75468,605.8732599999979,-153.787395684,-153.09713578400002,-36.443212684,-15.973241595,III_benzimid,DMBz,Propyl,DMBz,EP,EP,2.127721562,1.649728751,2.127721562,3.874770761,3.874770761,0.060928,0.299628,0.060253,
mol_9306,-1893.459665881141,101,6.02361,633.9264199999978,-150.911521937,-150.45281285800002,-34.128959492,-14.800427274,III_benzimid,DMBz,Propyl,DMBz,DMBz,DMBz,2.127721562,1.649728751,2.127721562,2.127721562,2.127721562,0.075904,0.343192,0.077087,
mol_931,-698.173684523697,46,0.40666,237.40415999999968,-186.105991711,-153.825046224,-13.288758093000002,12.627991116,I_imid,Isobutyl,Ethyl,Isobutyl,Methyl,Methyl,3.276026296,1.711067804,3.276026296,1.803016771,1.803016771,0.142995,0.436734,0.145606,
mol_9314,-1588.730160643245,93,4.82088,537.8408199999992,-151.497615343,-150.52685892000002,-31.856121894,-13.245459971999999,III_benzimid,TMBz,Propyl,TMBz,Butyl,Butyl,2.232277195,1.649728751,2.232277195,1.602489835,1.602489835,0.07644,0.332287,0.069555,
mol_9316,-1588.719792318648,93,4.35623,537.8408199999992,-151.036396228,-150.26518766700002,-33.689075683,-13.357784083,III_benzimid,TMBz,Propyl,TMBz,Sec-Butyl,Sec-Butyl,2.232277195,1.649728751,2.232277195,2.129855094,2.129855094,0.075272,0.34469,0.07428,
mol_9321,-1893.460157222486,101,8.65221,633.9264199999978,-150.538154082,-148.66315719000002,-37.961156955,-15.879742753999999,III_benzimid,TMBz,Propyl,TMBz,DMP,DMP,2.232277195,1.649728751,2.232277195,8.431506296,8.431506296,0.063158,0.312934,0.064888,
mol_9323,-1972.064702256853,107,10.97445,661.9795799999978,-147.913911444,-145.821168929,-36.480235715,-14.875728354000001,III_benzimid,TMBz,Propyl,TMBz,TMP,TMP,2.232277195,1.649728751,2.232277195,7.628118434,7.628118434,0.062699,0.303988,0.061152,
mol_9328,-2194.267174301983,105,5.01971,697.924019999998,-139.468895322,-138.60418792,-34.675519831,-15.539005367,III_benzimid,TMBz,Propyl,TMBz,DMOB,DMOB,2.232277195,1.649728751,2.232277195,6.042753333,6.042753333,0.069865,0.327899,0.068467,
mol_9329,-2423.263354380643,113,7.47706,757.975979999998,-135.39259685800002,-130.836254009,-33.391636417,-13.254872607,III_benzimid,TMBz,Propyl,TMBz,TMOB,TMOB,2.232277195,1.649728751,2.232277195,6.045928531,6.045928531,0.072954,0.329842,0.069484,
mol_9335,-1732.346594398599,85,6.10656,545.7320999999986,-147.346643308,-147.078696965,-33.880465928,-18.739301267000002,III_benzimid,DMOB,Propyl,DMOB,Isobutyl,Isobutyl,6.042753333,1.649728751,6.042753333,3.276026296,3.276026296,0.075456,0.358878,0.077617,
mol_9338,-1889.507921541282,97,8.15655,601.8384199999978,-147.260047066,-147.18537349500002,-33.287469922999996,-18.753106465,III_benzimid,DMOB,Propyl,DMOB,DMB,DMB,6.042753333,1.649728751,6.042753333,1.753807476,1.753807476,0.080591,0.359172,0.074764,
mol_9342,-2194.251532551473,105,13.47784,697.924019999998,-147.605804525,-147.49661795900002,-37.605986861000005,-19.930313349,III_benzimid,DMOB,Propyl,DMOB,DEP,DEP,6.042753333,1.649728751,6.042753333,10.28464853,10.28464853,0.064505,0.328652,0.065586,
mol_9343,-2115.680604520649,99,12.25125,669.8708599999982,-147.25126194,-144.628901829,-36.564949430000006,-19.337317344,III_benzimid,DMOB,Propyl,DMOB,TMP,TMP,6.042753333,1.649728751,6.042753333,7.628118434,7.628118434,0.063105,0.324066,0.06378,
mol_9345,-1958.495135377998,87,9.61528,613.7645399999983,-147.30773775,-147.299580133,-34.241283603,-19.199892873,III_benzimid,DMOB,Propyl,DMOB,Bz,Bz,6.042753333,1.649728751,6.042753333,1.541420611,1.541420611,0.075897,0.349309,0.069739,
mol_9349,-2566.878365321446,105,10.47495,765.8672599999984,-134.755675223,-130.79170087,-33.975847296,-18.808327257000002,III_benzimid,DMOB,Propyl,DMOB,TMOB,TMOB,6.042753333,1.649728751,6.042753333,6.045928531,6.045928531,0.075297,0.355395,0.073698,
mol_935,-933.939973773270,64,4.07095,321.56364000000065,-184.958905259,-151.589231657,-14.503615517000002,6.532368690000001,I_imid,Isobutyl,Ethyl,Isobutyl,Isobutyl,Isobutyl,3.276026296,1.711067804,3.276026296,3.276026296,3.276026296,0.138597,0.430285,0.14362,
mol_9352,-1804.164275252190,81,3.38124,549.6777399999984,-145.94855325600003,-144.003902865,-32.364404184,-10.373351279000001,III_benzimid,TMOB,Propyl,TMOB,Ethyl,Ethyl,6.045928531,1.649728751,6.045928531,1.711067804,1.711067804,0.072322,0.351922,0.074173,
mol_9356,-1961.337706127823,93,5.21454,605.784059999998,-145.941650657,-143.57531421800002,-31.803411137999998,-10.482537845000001,III_benzimid,TMOB,Propyl,TMOB,Sec-Butyl,Sec-Butyl,6.045928531,1.649728751,6.045928531,2.129855094,2.129855094,0.075996,0.356552,0.073727,
mol_9357,-1961.298212433563,93,5.97121,605.784059999998,-145.79042098800002,-144.160152606,-31.782075832,-10.704048522,III_benzimid,TMOB,Propyl,TMOB,t-Butyl,t-Butyl,6.045928531,1.649728751,6.045928531,4.972259776,4.972259776,0.08082,0.372826,0.080515,
mol_9361,-2266.076407235715,101,11.40717,701.8696599999982,-146.313763494,-143.606062159,-36.740024440999996,-16.975373468,III_benzimid,TMOB,Propyl,TMOB,DMP,DMP,6.045928531,1.649728751,6.045928531,8.431506296,8.431506296,0.063724,0.322288,0.061285,
mol_9363,-2344.676175344164,107,11.19325,729.9228199999982,-144.84162738,-143.80309998500002,-35.719694807,-15.806324201,III_benzimid,TMOB,Propyl,TMOB,TMP,TMP,6.045928531,1.649728751,6.045928531,7.628118434,7.628118434,0.064252,0.322138,0.060844,
mol_937,-933.876163791682,64,3.11056,321.56364000000065,-185.45149982400002,-153.089605676,-12.738432699999999,1.327181535,I_imid,Isobutyl,Ethyl,Isobutyl,t-Butyl,t-Butyl,3.276026296,1.711067804,3.276026296,4.972259776,4.972259776,0.137487,0.432674,0.150869,
mol_9378,-1748.264930607431,109,6.97374,597.9788999999972,-151.473770001,-149.915037645,-32.15983625,-3.780114216,III_benzimid,adam,Propyl,adam,DMB,DMB,3.685796275,1.649728751,3.685796275,1.753807476,1.753807476,0.08184,0.351488,0.081013,
mol_938,-1091.105924074161,76,5.20236,377.66996000000074,-183.098341074,-151.208333694,-14.921536511000001,1.604540513,I_imid,Isobutyl,Ethyl,Isobutyl,DMB,DMB,3.276026296,1.711067804,3.276026296,1.753807476,1.753807476,0.151526,0.428732,0.12973,
mol_9384,-1895.840918595149,105,10.66482,637.9581799999977,-153.165534265,-149.997868833,-35.469946225,-17.148565952000002,III_benzimid,adam,Propyl,adam,EP,EP,3.685796275,1.649728751,3.685796275,3.874770761,3.874770761,0.054329,0.28145,0.056364,
mol_939,-1081.493880909272,60,5.80297,361.54292000000044,-165.51240134900002,-150.97678287300002,-26.002090433000003,-20.91487497,I_imid,Isobutyl,Ethyl,Isobutyl,phen,phen,3.276026296,1.711067804,3.276026296,3.620874142,3.620874142,0.017091,0.001293,0.01793,
mol_9393,-1008.921904740853,64,12.60201,343.5691600000006,-157.71811206,-151.92432146299998,-31.302031446999997,-4.930965722000001,III_benzimid,Hydro,Butyl,Hydro,DMB,DMB,0,1.602489835,0,1.753807476,1.753807476,0.074428,0.331583,0.070289,
mol_9395,-1077.910010428616,54,16.50170,355.4952800000003,-153.562119953,-150.709464039,-36.554909286000004,-17.539504059000002,III_benzimid,Hydro,Butyl,Hydro,tolu,tolu,0,1.602489835,0,3.798133026,3.798133026,0.060189,0.298068,0.060809,
mol_9396,-1156.495092335908,60,16.97299,383.54844000000037,-150.786647646,-148.623624123,-35.951873137,-17.126603137,III_benzimid,Hydro,Butyl,Hydro,DMP,DMP,0,1.602489835,0,8.431506296,8.431506296,0.058,0.295065,0.058795,
mol_9401,-1235.091358938766,66,14.28051,411.6016000000004,-150.82178815,-150.58960982,-31.40055036,-7.615449224,III_benzimid,Hydro,Butyl,Hydro,DMBz,DMBz,0,1.602489835,0,2.127721562,2.127721562,0.073741,0.33594,0.074741,
mol_9405,-615.972707317544,34,1.48996,203.3033599999998,-162.79528737900003,-162.401211727,-34.182297757,-7.631764457999999,III_benzimid,Methyl,Butyl,Methyl,Hydro,Hydro,1.803016771,1.602489835,1.803016771,0,0,0.061653,0.310547,0.061934,
mol_9406,-694.570675069045,40,3.04401,231.35651999999973,-157.487816257,-153.146708995,-30.846459913,-4.456568918,III_benzimid,Methyl,Butyl,Methyl,Methyl,Methyl,1.803016771,1.602489835,1.803016771,1.803016771,1.803016771,0.06866,0.322508,0.068306,
mol_9408,-851.741265287054,52,6.51030,287.4628400000005,-156.495724528,-151.727283637,-30.530195377000002,-4.407623216,III_benzimid,Methyl,Butyl,Methyl,Propyl,Propyl,1.803016771,1.602489835,1.803016771,1.649728751,1.649728751,0.068722,0.323494,0.069083,
mol_9409,-930.334956621992,58,10.34366,315.5160000000006,-155.780991777,-152.622111471,-32.142265998,-4.022960199,III_benzimid,Methyl,Butyl,Methyl,Butyl,Butyl,1.803016771,1.602489835,1.803016771,1.602489835,1.602489835,0.063418,0.310727,0.062641,
mol_9410,-930.332986980092,58,9.59808,315.51600000000053,-155.844370186,-151.986444854,-32.072612499,-4.546930214,III_benzimid,Methyl,Butyl,Methyl,Isobutyl,Isobutyl,1.803016771,1.602489835,1.803016771,3.276026296,3.276026296,0.064279,0.308915,0.06168,
mol_9412,-930.290800998598,58,9.06916,315.51600000000053,-156.562867991,-153.648716195,-30.929291101,-8.497099368999999,III_benzimid,Methyl,Butyl,Methyl,t-Butyl,t-Butyl,1.803016771,1.602489835,1.803016771,4.972259776,4.972259776,0.071791,0.334652,0.071468,
mol_942,-1395.841941099593,84,7.93009,473.7555600000007,-153.99384614500002,-153.83383135,-18.920023859,-15.690235035999999,I_imid,Isobutyl,Ethyl,Isobutyl,DEP,DEP,3.276026296,1.711067804,3.276026296,10.28464853,10.28464853,0.074438,0.29091,0.110261,
mol_9426,-773.165557100756,46,2.57680,259.40967999999975,-156.84587455000002,-152.803461572,-30.757981144,-3.628884547,III_benzimid,Ethyl,Butyl,Ethyl,Methyl,Methyl,1.711067804,1.602489835,1.711067804,1.803016771,1.803016771,0.070416,0.323364,0.069256,
mol_9431,-1008.923772238855,64,8.46267,343.5691600000006,-155.474139876,-151.88855345,-31.105621130000003,-3.519070472,III_benzimid,Ethyl,Butyl,Ethyl,Sec-Butyl,Sec-Butyl,1.711067804,1.602489835,1.711067804,2.129855094,2.129855094,0.066305,0.31567,0.065655,
mol_9433,-1166.090547417060,76,11.63236,399.6754800000007,-154.539151466,-150.912776955,-31.543622412,-4.946653447,III_benzimid,Ethyl,Butyl,Ethyl,DMB,DMB,1.711067804,1.602489835,1.711067804,1.753807476,1.753807476,0.066934,0.314056,0.064785,
mol_9437,-1470.835039148745,84,16.68623,495.76108000000056,-150.295935608,-148.569658349,-35.282321034,-15.033860622,III_benzimid,Ethyl,Butyl,Ethyl,DEP,DEP,1.711067804,1.602489835,1.711067804,10.28464853,10.28464853,0.055237,0.284713,0.054468,
mol_9440,-1235.077095150059,66,14.00815,411.6016000000004,-153.969373294,-153.64244110500002,-33.451877281,-10.094737283,III_benzimid,Ethyl,Butyl,Ethyl,Bz,Bz,1.711067804,1.602489835,1.711067804,1.541420611,1.541420611,0.060009,0.295957,0.059942,
mol_9442,-1470.851640066772,84,15.97730,495.76108000000056,-146.36019916,-143.681363239,-32.196231772,-7.816879612999999,III_benzimid,Ethyl,Butyl,Ethyl,TMBz,TMBz,1.711067804,1.602489835,1.711067804,2.232277195,2.232277195,0.065751,0.316209,0.070157,
mol_9444,-1843.460226321628,84,14.28263,563.7043199999981,-135.429619889,-130.795465924,-33.045878958,-10.729148881999999,III_benzimid,Ethyl,Butyl,Ethyl,TMOB,TMOB,1.711067804,1.602489835,1.711067804,6.045928531,6.045928531,0.068506,0.317369,0.065911,
mol_9447,-930.342601061448,58,4.10845,315.51600000000053,-155.839350114,-152.787773847,-31.750072873000004,-4.793541251,III_benzimid,Propyl,Butyl,Propyl,Ethyl,Ethyl,1.649728751,1.602489835,1.649728751,1.711067804,1.711067804,0.066001,0.316111,0.066169,
mol_945,-1160.084354952047,66,6.72839,389.5960800000005,-159.639544618,-152.7984415,-17.863926212,-11.472747047,I_imid,Isobutyl,Ethyl,Isobutyl,Bz,Bz,3.276026296,1.711067804,3.276026296,1.541420611,1.541420611,0.111426,0.373459,0.125046,
mol_9455,-1313.668080981449,72,12.89462,439.65476000000046,-153.510664215,-149.471388782,-36.302023159,-19.295274240999998,III_benzimid,Propyl,Butyl,Propyl,tolu,tolu,1.649728751,1.602489835,1.649728751,3.798133026,3.798133026,0.057086,0.277073,0.049627,
mol_9458,-1470.848194068121,84,15.31618,495.76108000000056,-147.1508605,-144.187135493,-36.103102806,-16.337196815,III_benzimid,Propyl,Butyl,Propyl,TMP,TMP,1.649728751,1.602489835,1.649728751,7.628118434,7.628118434,0.059732,0.299585,0.061286,
mol_9459,-1392.257216349963,78,14.14299,467.7079200000005,-153.114078527,-150.516818776,-35.815703684,-15.90735315,III_benzimid,Propyl,Butyl,Propyl,EP,EP,1.649728751,1.602489835,1.649728751,3.874770761,3.874770761,0.057993,0.288805,0.055476,
mol_9463,-1693.053194352744,82,11.05301,531.7055199999994,-139.596907158,-138.8049908,-33.45877988,-12.822518906,III_benzimid,Propyl,Butyl,Propyl,DMOB,DMOB,1.649728751,1.602489835,1.649728751,6.042753333,6.042753333,0.066754,0.316692,0.064115,
mol_9465,-851.744850360204,52,1.77237,287.4628400000005,-162.234294333,-161.206434591,-33.721078642,-6.819140303,III_benzimid,Butyl,Butyl,Butyl,Hydro,Hydro,1.602489835,1.602489835,1.602489835,0,0,0.061749,0.306876,0.061554,
mol_9467,-1008.931699876131,64,3.73154,343.5691600000006,-155.548813447,-153.214479967,-32.424017539000005,-4.24196084,III_benzimid,Butyl,Butyl,Butyl,Ethyl,Ethyl,1.602489835,1.602489835,1.602489835,1.711067804,1.711067804,0.063147,0.30765,0.064053,
mol_9468,-1087.520671617786,70,5.70112,371.6223200000006,-155.42142912,-152.331574804,-31.516639525,-4.417663360000001,III_benzimid,Butyl,Butyl,Butyl,Propyl,Propyl,1.602489835,1.602489835,1.602489835,1.649728751,1.649728751,0.064085,0.309689,0.064441,
mol_947,-1395.857367458424,84,9.51563,473.7555600000006,-149.231680344,-143.14735308,-14.606526993,-7.816879612999999,I_imid,Isobutyl,Ethyl,Isobutyl,TMBz,TMBz,3.276026296,1.711067804,3.276026296,2.232277195,2.232277195,0.139692,0.410753,0.130046,
mol_9474,-1313.667998435608,72,11.30223,439.65476000000046,-155.87260809100002,-147.668555425,-36.313318321,-22.917883698,III_benzimid,Butyl,Butyl,Butyl,phen,phen,1.602489835,1.602489835,1.602489835,3.620874142,3.620874142,0.056289,0.284469,0.053702,
mol_9476,-1470.844523160727,84,13.45313,495.76108000000056,-150.82806324,-148.89157046600002,-36.170873778,-15.874722682000002,III_benzimid,Butyl,Butyl,Butyl,DMP,DMP,1.602489835,1.602489835,1.602489835,8.431506296,8.431506296,0.055527,0.287187,0.057605,
mol_9477,-1628.019010902667,96,14.35971,551.8673999999984,-150.069404859,-147.76581932,-35.388370055,-15.119829354999998,III_benzimid,Butyl,Butyl,Butyl,DEP,DEP,1.602489835,1.602489835,1.602489835,10.28464853,10.28464853,0.056192,0.283126,0.054474,
